reamostragem,media_valor,pct_medio,pct_mediano,mq_valor_causa,pct_por_sub,mq_pct_p,mq_valor_ce,mq_pct_dg,mq_pct_dgu,ridge,bagging_dg,floresta
0,1712.27,1002.66,1033.70,1024.28,1002.99,990.63,1012.43,1004.48,1070.28,988.47,1003.72,993.14
1,1779.46,974.19,983.75,973.18,974.68,990.43,1005.64,1007.39,1088.45,1030.37,1006.24,1007.88
2,1688.27,922.11,930.97,925.05,923.00,953.60,957.90,979.06,1080.11,979.12,977.23,967.02
3,1777.01,1058.69,1059.38,1067.67,1057.79,1054.40,1072.62,1075.27,1174.18,1057.54,1075.19,1040.45
4,1686.66,971.41,1025.62,961.73,970.43,984.78,973.49,996.15,1041.14,986.24,994.83,969.92
5,1678.52,1058.71,1038.06,1060.12,1062.69,1059.32,1059.57,1056.64,1105.30,1061.81,1058.71,1073.97
6,1750.00,1041.77,1040.20,1043.08,1041.64,1036.32,1035.69,1023.96,1085.54,1024.12,1020.84,1031.93
7,1608.64,898.19,921.61,903.76,900.03,902.85,912.07,921.01,1186.46,1057.42,923.27,912.09
8,1873.54,993.95,1016.95,1006.63,995.85,991.36,1004.08,1048.05,1150.27,1052.91,1049.30,1018.70
9,1925.03,1014.06,1046.47,1031.81,1015.05,1010.67,1030.90,1005.39,1064.32,1010.10,1004.93,1035.87
10,1844.29,1072.87,1086.11,1073.00,1077.36,1068.30,1066.77,1064.98,1205.07,1112.96,1064.06,1055.24
11,1688.40,927.14,922.67,933.53,932.10,916.81,925.63,941.25,1016.03,935.98,937.45,916.91
12,1798.34,1022.38,1083.77,1024.97,1057.20,1025.90,1026.28,1078.81,1104.38,1038.68,1079.93,1047.72
13,1654.07,907.03,926.39,911.43,916.87,901.68,903.52,912.43,1052.87,985.78,911.55,921.40
14,1665.63,980.35,983.44,982.37,980.94,1016.81,1026.05,1029.80,1018.86,1000.15,1025.07,1048.80
15,1706.06,994.65,1018.66,995.19,996.56,995.12,1002.33,981.03,1115.41,999.07,979.13,964.41
16,1655.10,993.51,981.66,991.34,994.83,990.17,988.62,1060.51,1135.25,1036.55,1061.57,1030.12
17,1680.08,982.68,1000.90,982.35,982.59,977.03,975.04,966.47,1033.49,960.29,967.56,971.83
18,1785.44,993.97,1002.43,992.23,993.90,993.47,1005.64,1026.69,1150.88,1016.43,1021.00,1008.68
19,1659.77,978.76,974.25,996.19,978.92,978.06,984.84,970.34,1059.32,978.56,968.81,996.06
20,1710.31,991.08,1006.99,988.14,1024.25,983.37,979.73,1052.64,1200.78,1088.59,1050.58,1025.77
21,1607.45,936.23,936.15,936.24,936.20,932.07,932.08,958.05,1120.10,1030.37,958.87,950.02
22,1708.47,1033.21,1032.27,1067.74,1043.44,1031.23,1060.98,1044.16,1112.15,1030.21,1042.45,1024.59
23,1768.39,959.42,950.16,970.03,959.44,958.44,970.90,968.24,976.55,957.72,963.82,973.42
24,1726.01,992.96,999.14,993.22,997.56,989.50,991.07,998.30,1055.37,1010.96,997.22,989.45
25,1591.71,985.38,980.73,1006.94,985.45,1005.07,1034.72,1016.86,1124.00,1026.80,1011.58,1061.53
26,1766.01,995.69,987.04,997.21,994.17,992.24,994.54,981.20,1131.16,1012.09,980.45,1023.63
27,1767.52,990.83,993.27,992.89,991.44,986.87,987.22,1013.44,1098.00,989.05,1014.94,991.40
28,1687.38,1048.00,1072.97,1048.69,1047.85,1051.86,1054.93,1039.76,1102.37,1046.65,1041.37,1033.32
29,1651.95,1006.47,1013.54,1018.33,1006.51,1007.22,1020.92,1055.56,1083.54,1020.29,1058.98,1001.25
30,1761.76,979.83,999.57,989.22,989.62,975.81,983.82,989.74,1057.02,978.03,989.98,986.96
31,1750.42,954.14,966.33,952.13,954.34,939.33,936.51,966.91,993.74,930.71,964.69,956.43
32,1745.14,916.17,943.91,919.66,917.17,927.62,941.23,909.70,953.95,915.57,909.48,973.93
33,1715.16,881.59,880.85,918.53,882.85,894.81,933.61,887.35,1026.98,945.37,887.85,897.94
34,1721.12,1032.18,1047.23,1027.53,1036.17,1030.16,1027.71,1015.85,1172.13,998.94,1017.47,998.95
35,1708.04,965.61,1010.10,968.72,966.94,958.47,958.23,1025.67,1177.34,1057.29,1025.71,1009.56
36,1743.33,946.61,957.00,963.02,980.94,948.63,960.89,974.45,1052.79,992.94,973.66,964.89
37,1796.21,909.72,932.38,927.59,910.13,906.03,922.52,958.71,1075.23,1009.31,961.40,945.11
38,1852.02,1040.71,1040.85,1051.82,1041.28,1035.52,1051.88,1041.87,1135.27,1065.20,1041.96,1060.62
39,1688.71,1035.63,1081.37,1036.12,1043.66,1021.82,1028.90,1025.88,1058.43,1010.50,1025.12,1010.59
40,1673.94,1006.39,978.02,1010.76,1005.70,980.75,989.77,993.58,1009.55,971.10,991.35,958.81
41,1594.08,957.14,967.69,956.80,957.87,975.06,973.34,978.03,1032.94,992.93,978.25,989.79
42,1643.53,947.07,939.23,953.88,958.42,939.87,951.74,965.96,1041.49,952.53,967.24,976.03
43,1721.24,1002.25,1018.55,998.67,1007.77,1018.29,1024.83,1042.89,1129.38,1032.29,1037.10,1026.89
44,1636.15,944.41,955.73,945.15,951.14,942.18,939.92,969.79,1132.96,1034.58,966.90,964.88
45,1652.76,968.59,969.12,984.53,974.51,958.48,977.47,975.96,1146.03,1064.65,977.12,959.73
46,1782.06,968.04,969.74,973.17,988.34,991.57,1008.76,992.83,1094.10,1024.90,992.02,983.68
47,1792.15,1062.06,1072.92,1070.70,1061.76,1057.52,1068.89,1075.30,1207.35,1089.73,1073.42,1086.13
48,1842.16,1082.41,1109.49,1088.42,1086.41,1078.07,1084.42,1105.92,1203.16,1095.57,1102.11,1041.58
49,1691.05,993.85,1004.81,993.50,997.90,988.11,987.15,1000.89,1086.84,1006.40,1002.59,980.24
50,1667.63,998.01,1007.60,1000.82,999.20,997.08,1001.93,1024.02,1151.91,1070.61,1024.84,1008.84
51,1644.19,922.09,932.78,919.10,927.75,917.86,919.03,949.29,1099.88,970.58,954.01,959.23
52,1793.22,1007.21,1057.78,1023.53,1020.39,1006.57,1022.85,1016.84,1069.40,1019.37,1016.12,981.24
53,1731.22,1002.51,1009.35,1003.37,1014.49,1004.63,998.01,1032.48,1132.66,1060.06,1029.22,1011.53
54,1806.59,1022.42,1061.10,1026.43,1022.68,1033.91,1043.43,1051.26,1219.37,1120.69,1054.58,1039.45
55,1861.38,993.78,1063.03,1007.02,1000.89,1004.68,1015.71,1108.80,1225.71,1088.48,1110.69,1081.74
56,1744.37,1011.55,1010.05,1011.13,1040.29,1014.42,1011.99,1048.82,1107.20,1038.36,1051.33,1022.55
57,1709.59,913.66,913.78,915.05,929.54,917.53,922.22,977.19,1036.71,980.30,973.84,970.33
58,1788.27,974.95,995.68,975.50,1010.72,970.15,969.33,1023.71,1104.12,1019.12,1027.68,1015.22
59,1669.16,989.03,987.01,990.33,988.92,990.21,985.57,997.19,1084.03,984.87,998.38,981.07
60,1751.90,904.46,964.24,902.24,912.04,907.50,899.94,918.73,1017.31,941.04,920.15,920.87
61,1743.14,1033.37,1044.79,1033.74,1044.57,1020.36,1034.93,1074.29,1152.57,1062.08,1073.25,1054.85
62,1681.71,930.56,934.80,932.74,936.43,952.10,947.30,944.56,1003.15,952.86,948.84,964.60
63,1758.31,1017.87,1029.31,1017.77,1020.41,1019.38,1015.34,1037.89,1146.40,1067.07,1039.59,1030.82
64,1715.94,1018.52,1021.65,1018.88,1020.29,1014.24,1017.50,1019.63,1135.92,1077.45,1019.63,1039.45
65,1671.81,903.33,903.54,911.50,904.87,898.22,908.76,921.00,1035.23,947.85,920.23,923.40
66,1733.63,1002.34,1018.48,1002.24,1006.45,988.30,988.05,1001.46,1099.28,1023.42,1001.48,979.05
67,1628.07,1007.57,1006.13,1013.39,1012.11,1002.52,1009.65,1055.25,1150.70,1077.85,1055.09,1044.05
68,1722.62,957.76,979.29,961.40,953.32,957.03,956.13,981.29,1036.68,963.34,986.77,971.25
69,1705.89,981.41,997.13,979.45,989.03,997.96,996.89,1039.01,1099.05,1034.62,1035.93,1019.53
70,1682.59,1020.68,1012.51,1024.66,1024.70,1022.79,1018.70,1061.20,1123.63,1056.60,1059.35,1032.49
71,1663.18,960.46,1012.33,966.39,971.02,948.86,954.17,978.71,1111.33,999.76,981.66,955.09
72,1760.28,954.65,1003.24,973.85,953.78,962.41,982.23,986.79,1023.18,954.70,986.46,990.50
73,1689.12,914.90,978.10,918.56,924.49,910.32,914.79,937.60,1063.10,941.65,933.70,995.99
74,1678.95,993.76,1003.17,993.17,994.66,992.24,993.31,1020.80,1138.11,1051.68,1022.77,988.09
75,1719.34,987.56,984.97,985.67,1035.01,1037.54,1029.52,1084.18,1192.41,1078.34,1085.90,1022.42
76,1610.04,1000.50,995.75,1008.88,1008.16,993.28,1002.72,1028.86,1100.04,1035.37,1027.30,1074.80
77,1832.73,919.60,938.31,917.56,937.25,925.56,921.10,966.07,980.60,935.94,966.97,941.64
78,1863.45,945.62,943.22,976.75,952.06,948.04,983.04,940.17,1087.15,978.35,937.61,967.93
79,1689.32,965.84,984.69,961.02,979.77,975.36,971.16,1029.34,1105.25,1048.98,1030.46,1001.57
80,1685.46,999.18,1000.27,998.55,1009.51,998.60,998.17,1030.36,1074.76,1012.88,1031.05,991.90
81,1763.73,940.10,992.02,933.23,939.82,939.15,929.88,951.25,1046.48,951.65,952.73,955.35
82,1707.45,966.88,981.50,964.41,968.64,962.89,965.48,968.32,1040.53,963.28,965.58,915.31
83,1706.70,1007.35,1011.17,1014.08,1016.22,1002.71,1008.44,1065.36,1081.07,1029.53,1068.95,1070.46
84,1750.42,1078.44,1073.42,1079.04,1073.80,1104.75,1123.95,1134.74,1121.15,1093.84,1135.12,1101.50
85,1832.34,1033.81,1047.19,1033.49,1038.88,1038.98,1034.28,1043.28,1038.94,1013.90,1041.97,1015.01
86,1709.48,974.17,1039.39,974.99,974.29,1013.20,1022.10,1029.24,1173.70,1093.12,1021.59,1034.94
87,1604.55,916.86,958.53,922.82,917.12,909.58,917.02,903.40,990.30,910.15,903.88,904.24
88,1655.59,992.96,993.57,994.70,1012.85,991.85,992.94,1022.69,1083.12,1017.11,1019.58,1011.37
89,1908.86,1028.74,1040.16,1052.75,1029.67,1032.62,1068.34,1034.34,1137.21,1022.33,1030.40,999.43
90,1705.99,1019.22,1061.91,1018.75,1017.01,1023.04,1022.34,1018.07,1076.64,1023.63,1018.09,1042.02
91,1822.43,987.89,987.65,987.54,1009.08,999.13,996.72,1026.36,1186.96,1068.63,1026.32,1023.15
92,1738.24,972.72,1010.53,976.17,975.62,983.88,994.93,1009.83,1091.47,1010.19,1006.38,968.61
93,1762.74,1077.71,1088.83,1082.30,1092.85,1070.95,1072.45,1082.90,1085.99,1060.85,1084.50,1055.37
94,1699.26,944.66,945.19,948.53,958.38,942.61,944.47,968.33,1196.68,1050.51,966.28,959.27
95,1602.04,961.96,968.11,961.95,965.71,954.88,952.17,961.45,1087.26,990.66,959.54,991.60
96,1674.79,995.86,995.70,997.19,995.42,987.72,991.84,1006.36,1151.39,1070.11,1006.32,1001.39
97,1690.19,958.36,965.51,968.70,965.03,983.14,1008.52,979.94,1164.61,1040.36,980.25,989.89
98,1667.77,980.08,985.65,990.28,990.58,976.58,981.57,988.25,1223.45,1095.61,989.77,977.34
99,1535.56,999.82,997.14,1022.66,999.73,1005.90,1026.61,1046.24,1097.33,1018.22,1045.33,986.19
100,1799.18,954.13,976.45,955.84,960.80,946.08,946.94,999.35,1126.12,1052.32,1001.68,1018.98
101,1667.42,1040.58,1085.83,1036.59,1041.18,1033.22,1026.07,1081.25,1138.36,1056.96,1077.68,1044.42
102,1876.52,1036.50,1049.46,1046.87,1038.01,1031.29,1038.57,1088.84,1186.21,1108.77,1092.76,1050.50
103,1751.00,1014.36,1003.56,1020.69,1018.80,1021.58,1034.64,1034.08,1228.33,1096.92,1032.68,1015.48
104,1648.52,990.24,979.00,997.95,994.73,994.18,998.51,993.35,1080.47,1002.64,993.65,969.23
105,1585.24,982.12,982.86,1010.54,981.63,973.90,1002.67,972.36,1044.01,981.62,972.10,955.63
106,1680.69,911.96,942.50,917.33,917.33,967.30,993.31,1025.91,1039.95,977.44,1025.86,983.45
107,1735.69,984.44,984.36,985.65,983.68,976.71,977.51,970.89,1032.44,970.35,968.70,973.83
108,1731.05,1024.96,1059.55,1023.77,1026.90,1043.31,1033.03,1076.07,1131.98,1061.31,1074.90,1079.19
109,1687.56,900.99,950.78,904.92,918.63,907.71,913.36,943.14,1029.39,951.44,942.56,950.40
110,1745.63,980.53,995.75,974.13,1010.04,974.64,963.19,994.19,1117.43,1039.35,995.44,973.20
111,1605.05,994.59,1004.02,990.90,994.19,988.14,985.84,989.14,1066.00,983.53,993.12,955.51
112,1554.17,967.99,981.41,995.08,969.02,958.74,984.03,976.65,1113.17,1009.11,974.43,961.75
113,1688.54,1000.65,1008.14,1012.07,1002.39,996.43,1004.61,1014.14,1147.01,1051.39,1017.10,1003.33
114,1667.16,996.66,993.66,1006.52,996.63,994.27,1015.51,998.43,1118.92,1030.46,1001.96,1029.96
115,1778.72,1048.59,1062.18,1056.96,1050.22,1041.53,1046.23,1039.68,1162.55,1070.07,1040.73,1003.17
116,1586.12,916.87,919.68,923.08,921.75,923.80,939.71,928.12,1041.11,948.68,923.80,947.38
117,1682.80,1009.58,1018.15,1010.34,1014.90,1014.79,1012.50,1018.63,1055.38,1010.96,1014.36,1035.58
118,1817.67,1016.97,1030.77,1021.68,1020.97,1012.05,1015.59,1041.19,1094.42,1038.69,1039.08,1032.62
119,1744.56,955.49,977.33,953.61,972.26,968.38,964.90,1019.00,1129.35,1041.05,1021.97,1007.69
120,1798.65,1072.21,1062.48,1097.97,1075.64,1071.71,1094.57,1067.22,1125.91,1070.05,1067.30,1078.53
121,1690.98,909.55,916.85,911.46,910.54,900.51,906.52,913.38,955.82,897.75,914.17,901.31
122,1633.35,870.74,885.50,870.53,868.17,861.70,865.65,864.66,989.71,888.48,867.43,888.77
123,1674.78,935.23,944.44,938.43,952.06,933.19,929.21,986.98,1024.36,940.49,991.52,977.67
124,1863.14,962.74,965.37,962.74,981.26,958.92,958.13,977.77,1018.07,960.65,975.42,986.63
125,1704.51,1013.90,1014.96,1022.58,1014.32,1000.94,1019.93,1044.32,1114.86,1035.88,1044.73,1027.44
126,1705.98,1001.50,1004.94,1002.64,1002.75,1050.69,1074.41,1054.67,1116.82,1071.22,1050.14,1050.37
127,1650.95,1018.87,1036.69,1016.96,1017.98,1020.88,1017.26,1004.08,1115.73,1048.32,1007.94,972.82
128,1606.61,936.89,952.01,933.76,936.88,944.32,938.97,936.51,1012.51,943.96,935.26,944.90
129,1620.22,971.80,991.93,976.06,995.66,963.28,970.14,981.68,1071.60,1000.56,986.22,983.88
130,1721.77,963.45,977.69,965.36,963.68,956.04,957.24,947.00,1031.51,938.16,945.77,957.83
131,1627.25,964.34,964.46,972.85,964.96,954.40,968.32,984.78,1050.73,967.84,984.67,955.39
132,1735.98,1014.12,1020.21,1016.26,1022.59,1048.96,1073.96,1051.35,1175.66,1034.39,1051.23,1037.40
133,1744.64,1002.73,1001.54,1010.91,999.56,1022.59,1040.69,1043.54,1059.36,1018.71,1045.75,960.40
134,1717.82,1030.98,1038.59,1032.22,1048.21,1025.48,1024.94,1053.97,1184.22,1079.66,1058.42,1010.12
135,1641.57,971.91,978.10,972.33,980.65,972.95,970.31,984.08,1086.05,996.36,986.27,958.42
136,1669.12,999.45,1002.42,1021.78,999.68,1002.38,1029.84,1029.53,1151.25,1069.25,1028.39,1045.83
137,1661.67,1001.96,990.89,1002.66,1002.00,998.34,995.14,1003.34,1089.24,1010.03,1003.16,1000.02
138,1645.91,917.34,919.90,921.54,921.61,913.43,920.37,923.04,1023.05,936.97,921.23,905.73
139,1702.38,948.62,977.00,945.26,967.45,941.75,939.93,981.97,1092.91,1008.14,984.34,950.60
140,1669.92,992.56,1028.75,997.57,993.18,1017.37,1025.13,1038.13,1049.95,1001.89,1036.66,1005.08
141,1625.76,1019.87,1017.40,1025.03,1038.38,1018.11,1023.76,1054.82,1061.00,1013.79,1053.75,1030.40
142,1623.83,1011.05,1019.24,1021.00,1031.74,1002.90,1013.17,1045.47,1194.20,1087.06,1044.72,1043.55
143,1594.02,1000.09,1002.29,1038.91,1041.25,989.29,1032.33,1024.71,1080.11,1010.52,1024.04,1002.71
144,1694.90,1060.46,1078.16,1075.50,1070.12,1060.21,1080.28,1059.76,1117.98,1062.72,1061.07,1069.95
145,1680.69,1024.97,1023.88,1043.85,1048.39,1050.25,1051.56,1076.78,1167.24,1084.01,1078.19,1039.47
146,1669.54,950.61,954.41,952.56,950.55,939.36,945.29,947.33,1063.05,934.33,948.27,916.26
147,1567.49,1000.72,1008.41,998.11,1000.95,999.56,998.04,1030.04,1208.12,1103.92,1029.82,1027.78
148,1822.87,1039.74,1098.86,1038.05,1041.55,1037.82,1033.79,1049.68,1069.18,1036.62,1049.81,1039.88
149,1777.78,1069.43,1071.75,1068.95,1075.11,1063.69,1060.81,1139.96,1271.79,1156.63,1136.70,1095.31
150,1673.65,928.18,929.66,931.27,928.17,920.90,925.43,928.40,1056.00,978.01,928.67,905.02
151,1741.49,949.68,950.29,965.83,972.30,940.79,960.05,954.61,1036.02,974.91,954.44,995.41
152,1653.16,1035.49,1071.70,1058.55,1036.63,1020.88,1063.12,1082.87,1243.04,1074.90,1078.14,1031.26
153,1702.64,992.11,1001.67,995.21,1002.33,988.43,990.33,1009.08,1116.96,1021.45,1010.90,1000.58
154,1826.65,1055.93,1067.44,1057.26,1057.08,1052.14,1052.31,1101.18,1221.26,1152.30,1099.10,1065.39
155,1676.57,1012.50,1070.13,1015.58,1019.28,1008.06,1008.88,1034.95,1043.39,1006.37,1033.64,1030.44
156,1699.54,977.30,970.06,978.07,978.00,977.80,981.24,967.72,1016.14,966.56,967.77,987.94
157,1758.79,997.28,1014.87,991.68,1026.88,993.93,993.65,1010.75,1104.39,1011.21,1011.85,990.63
158,1610.45,973.20,973.18,979.68,974.76,971.66,978.69,1019.13,1164.01,1055.11,1020.72,1009.34
159,1616.48,991.49,990.80,996.76,991.65,998.46,997.32,1010.95,1050.35,982.53,1012.74,999.58
160,1574.07,1022.54,1022.78,1023.69,1024.75,1022.03,1018.92,1044.17,1167.25,1052.81,1045.58,1097.30
161,1653.00,1001.42,982.63,1017.40,999.54,993.50,1012.46,1003.63,1118.98,1027.69,1000.06,976.54
162,1785.06,945.97,964.32,945.74,974.06,933.02,934.74,912.64,1014.63,929.11,913.04,925.84
163,1746.62,899.85,900.26,901.42,899.36,904.27,904.11,894.03,958.54,884.18,892.98,902.48
164,1762.72,985.73,1001.74,997.32,1008.46,975.05,983.46,1061.30,1123.06,1044.95,1065.70,1001.15
165,1816.63,1013.99,1032.73,1001.13,1016.57,1011.08,1005.64,1089.84,1227.21,1142.42,1089.46,1058.95
166,1725.07,1003.36,1007.38,1004.36,1002.95,990.02,993.41,995.40,1134.51,1045.59,993.67,964.61
167,1746.66,995.81,1007.02,995.89,994.10,985.92,983.07,1018.99,1123.01,1030.77,1018.55,1016.07
168,1503.88,947.10,986.54,965.22,946.79,949.93,970.68,980.83,978.78,955.71,981.94,969.94
169,1727.98,1036.45,1046.94,1036.63,1037.05,1032.87,1033.00,1022.01,1131.23,1060.08,1022.29,1039.55
170,1632.60,964.06,991.35,961.32,1012.95,959.91,955.82,1017.90,1159.37,1051.14,1016.60,973.61
171,1773.40,933.18,933.88,939.78,938.72,939.45,953.76,948.96,1011.01,939.68,948.72,944.78
172,1597.63,984.49,985.80,988.74,984.52,988.16,997.26,1004.88,1056.31,993.95,1004.58,1053.30
173,1701.08,1034.85,1029.45,1032.70,1036.09,1041.86,1040.40,1075.68,1216.89,1140.81,1074.36,1064.75
174,1589.54,1016.68,1021.99,1017.81,1018.32,1013.09,1016.95,1015.90,1126.71,1017.42,1015.34,990.60
175,1775.36,986.80,1050.53,971.71,988.75,994.10,985.84,980.70,1008.72,981.88,979.29,1005.91
176,1735.24,1026.99,1022.31,1059.02,1029.70,1016.56,1051.85,1044.08,1284.09,1137.81,1043.76,1097.60
177,1628.85,950.48,946.35,957.55,953.36,949.21,950.62,969.24,1115.13,958.86,969.49,992.14
178,1604.59,944.40,944.30,943.79,945.76,942.81,944.55,954.78,1034.68,955.70,955.97,933.50
179,1600.32,932.04,931.49,942.52,935.29,929.50,941.38,975.65,1043.35,956.57,975.64,926.23
180,1861.92,1041.91,1037.06,1041.82,1055.15,1047.89,1042.05,1064.39,1125.69,1067.68,1066.36,1047.01
181,1692.30,982.17,982.72,982.83,982.28,978.95,979.60,973.50,1053.12,962.38,972.15,951.64
182,1742.55,1028.60,1036.91,1030.37,1053.25,1026.57,1026.44,1083.51,1167.43,1090.93,1083.11,1067.05
183,1589.24,929.97,973.71,935.81,964.61,920.03,933.09,971.34,1195.31,1107.50,970.32,939.07
184,1826.60,918.78,932.50,956.86,923.01,909.00,940.90,958.44,1099.46,1002.40,959.03,987.49
185,1667.87,1021.05,1024.75,1054.90,1039.34,1029.98,1062.77,1047.78,1097.91,1024.83,1050.48,1046.56
186,1611.36,1018.73,1035.46,1018.14,1020.52,1017.81,1016.41,1093.62,1133.59,1075.03,1096.28,1070.24
187,1698.16,982.09,987.77,982.32,981.11,978.91,976.82,1029.59,1199.48,1075.31,1027.29,1005.54
188,1706.00,944.35,944.94,945.88,946.88,946.67,947.86,984.15,1075.79,976.62,985.09,953.24
189,1583.25,1015.64,1020.62,1025.12,1018.13,1013.17,1023.56,1043.10,1098.38,1052.74,1044.33,1034.11
190,1713.50,1024.39,1030.38,1025.81,1038.23,1022.22,1020.89,1051.14,1061.05,1024.34,1049.04,1049.73
191,1712.93,1009.30,1024.06,1006.03,1010.52,1010.99,1004.66,1022.39,1058.25,1009.46,1022.33,1000.49
192,1859.57,1002.42,1021.96,1030.71,1004.21,1004.74,1051.75,1005.89,1106.40,1023.23,1006.14,1010.37
193,1654.70,983.99,1001.26,984.74,986.86,986.94,989.89,997.09,1184.28,1091.40,1001.71,1019.03
194,1628.10,955.70,996.95,952.16,955.94,946.44,944.70,1067.40,1165.09,1074.17,1064.86,1021.46
195,1664.82,1008.45,1020.65,1016.35,1009.47,1006.27,1018.57,1055.01,1171.63,1092.47,1051.24,1053.62
196,1632.60,981.83,995.06,985.50,1002.43,981.96,988.38,1003.38,1040.28,985.67,1004.44,1029.61
197,1742.83,1028.89,1025.25,1041.54,1037.53,1022.26,1036.60,1017.18,1133.44,1031.31,1018.47,1020.43
198,1786.30,992.68,980.15,994.60,1006.99,981.12,980.35,980.50,1074.70,987.51,979.07,989.36
199,1656.19,909.52,932.66,911.35,908.39,905.81,908.29,932.73,1076.75,981.33,930.83,924.64
200,1720.50,962.05,977.44,967.98,972.65,1006.23,1020.80,1017.12,1101.65,1031.11,1017.55,1011.44
201,1696.11,941.06,957.80,940.18,941.19,934.79,932.59,960.45,1209.62,1099.53,960.81,987.25
202,1848.53,914.91,947.71,956.11,969.87,928.38,981.48,999.60,1110.58,1001.67,998.20,957.66
203,1685.32,1043.63,1044.66,1047.77,1095.77,1055.64,1052.46,1127.79,1258.36,1145.21,1124.56,1112.74
204,1592.74,987.10,996.33,990.37,988.14,977.87,980.18,988.86,1178.74,1082.99,986.95,971.85
205,1569.68,953.82,954.22,963.77,953.70,943.48,954.92,955.67,1050.70,969.26,954.21,951.73
206,1746.22,967.00,994.51,965.67,969.62,966.94,962.91,978.51,1012.32,972.37,977.12,970.28
207,1780.46,1037.29,1041.23,1037.21,1067.08,1067.07,1074.15,1063.72,1126.74,1075.10,1065.07,1111.15
208,1720.93,952.77,956.48,959.91,953.60,948.98,962.00,955.03,1006.68,949.19,952.75,986.50
209,1794.92,975.85,993.84,975.76,987.61,957.95,961.99,1000.99,1150.21,1036.79,1004.98,1005.26
210,1715.90,1000.89,1003.36,1002.04,1006.37,999.38,997.44,1087.03,1249.76,1119.14,1086.55,1055.79
211,1782.22,1003.79,1001.73,1004.91,1001.69,1015.13,1014.91,1017.31,992.41,991.53,1016.75,1013.41
212,1618.90,985.88,985.76,1006.43,985.42,984.73,1010.20,993.38,1027.15,976.17,992.76,947.37
213,1744.64,946.25,957.06,945.16,947.90,928.16,921.41,938.78,1068.77,956.59,935.61,908.79
214,1719.32,976.92,987.94,976.97,977.22,969.50,974.55,1029.54,1130.64,1049.41,1032.79,1012.63
215,1741.50,940.91,960.88,948.17,942.99,941.66,964.05,980.69,1015.45,963.25,980.39,968.16
216,1574.63,941.51,952.85,948.93,949.36,942.47,942.41,950.55,1036.38,966.72,950.05,940.14
217,1754.46,1024.19,1017.74,1030.50,1028.40,1019.28,1027.12,1048.97,1133.40,1044.47,1046.93,1026.66
218,1607.71,935.88,943.58,935.86,937.43,926.34,927.02,912.35,1128.94,1025.44,915.90,913.03
219,1693.77,942.41,942.47,946.67,939.20,954.65,967.44,946.77,1113.15,1023.55,944.86,934.21
220,1861.90,978.12,995.95,978.15,978.64,966.41,968.56,980.73,1087.18,989.01,983.28,974.85
221,1778.40,978.08,976.01,994.39,980.02,988.81,1014.54,990.31,1086.14,997.41,989.54,1003.29
222,1626.00,947.99,948.12,946.77,950.40,948.42,941.34,1010.42,1050.63,975.11,1008.81,981.85
223,1768.35,960.48,961.97,960.49,988.74,967.02,969.04,1008.22,1017.14,960.75,1006.00,997.78
224,1794.00,1019.13,1034.52,1028.67,1017.05,1015.16,1023.82,1035.82,1063.51,1016.65,1034.52,1008.48
225,1770.37,985.70,1050.36,990.23,993.36,980.21,981.02,985.31,1104.99,1008.70,983.49,992.22
226,1694.16,1013.34,1006.03,1032.07,1040.72,1010.36,1025.72,1026.67,997.81,993.00,1024.40,1005.72
227,1738.17,1012.84,1023.57,1013.32,1020.87,1013.53,1013.98,1022.18,1135.63,1028.64,1020.01,985.37
228,1831.25,941.55,941.98,948.73,944.64,932.81,936.16,955.90,1019.43,936.15,955.87,962.55
229,1767.26,969.29,987.45,970.51,975.89,965.75,968.99,1001.69,1137.13,1050.07,999.26,960.75
230,1794.02,945.04,945.15,949.35,945.01,940.15,946.20,948.14,1031.01,957.48,949.21,929.39
231,1709.95,1013.25,1012.59,1010.91,1012.78,1008.44,1004.20,991.44,1025.57,987.37,992.64,980.80
232,1717.95,973.18,973.33,973.49,974.61,974.18,973.78,989.36,1157.26,1021.70,991.33,980.16
233,1757.05,995.21,1058.91,1011.38,1001.52,988.59,1005.89,997.83,1082.36,1009.23,995.99,1011.13
234,1694.39,974.73,977.96,975.23,974.08,1000.74,991.25,999.03,1028.47,986.48,995.85,998.82
235,1742.04,977.73,989.54,979.15,986.64,976.63,979.77,992.78,1047.11,985.77,994.02,952.71
236,1588.15,969.47,977.61,978.56,967.89,962.00,970.44,1020.00,1132.87,1038.96,1022.92,1046.79
237,1566.06,836.27,822.30,837.68,844.76,834.83,839.31,880.55,1132.86,965.01,879.14,855.13
238,1817.42,986.67,986.60,987.25,986.25,998.19,1005.95,1013.58,1130.04,1034.98,1014.61,982.03
239,1777.65,917.90,921.26,918.50,917.61,965.75,972.48,981.20,1081.69,1006.52,975.89,1004.73
240,1688.50,940.33,940.36,940.28,939.12,935.59,939.24,932.94,1076.48,983.32,931.70,938.75
241,1700.93,991.10,1071.43,979.47,997.22,984.38,970.87,991.88,1145.39,1048.68,989.79,1014.45
242,1697.85,952.82,939.78,957.73,956.04,958.87,963.72,1011.84,1046.53,992.57,1011.91,988.37
243,1765.41,963.54,972.91,966.28,965.24,960.14,961.00,955.39,1121.63,1036.98,953.60,978.76
244,1698.73,912.16,911.77,916.35,913.65,909.17,914.39,905.86,1070.95,968.35,906.99,948.47
245,1755.90,917.38,928.95,916.95,925.79,931.03,944.95,953.96,1117.02,1002.44,956.78,935.27
