reamostragem,media_valor,pct_medio,pct_mediano,mq_valor_causa,pct_por_sub,mq_pct_p,mq_valor_ce,mq_pct_dg,mq_pct_dgu,ridge,bagging_dg,floresta
490,1779.32,1012.78,1030.19,1025.88,1021.29,1016.81,1029.02,1034.68,1098.23,1053.81,1033.93,1081.29
491,1730.08,893.45,891.78,895.12,892.40,882.05,879.75,896.10,911.55,892.99,894.79,879.94
492,1753.40,1026.71,1026.24,1037.23,1027.09,1017.30,1027.22,1062.09,1121.99,1066.71,1062.20,1054.70
493,1661.59,976.41,973.26,985.84,989.95,1014.43,1054.58,1019.96,1147.23,1074.19,1018.71,983.40
494,1703.12,1008.60,1010.00,1044.83,1008.32,1004.16,1038.05,1010.87,1057.12,1009.99,1008.24,996.57
495,1759.60,899.79,917.09,900.80,901.42,900.15,901.45,918.05,950.72,895.49,917.79,900.34
496,1682.68,974.08,969.20,982.57,973.91,969.44,978.25,979.36,1053.08,1001.85,981.53,992.36
497,1637.50,926.64,944.93,922.59,934.90,931.70,926.81,918.54,904.73,910.11,919.02,914.53
498,1564.47,925.71,928.54,930.60,927.43,925.71,936.49,949.78,1003.08,929.40,949.88,913.80
499,1592.98,993.04,992.50,994.88,1005.72,988.85,990.14,1010.65,1080.06,1006.98,1009.65,999.76
500,1652.19,967.96,961.25,969.25,975.91,963.53,963.54,993.37,1067.20,993.63,993.26,992.93
501,1606.53,904.34,899.84,915.44,901.69,917.97,930.54,926.63,1020.45,944.96,927.03,911.82
502,1784.38,1013.99,1038.61,1012.99,1025.11,1010.00,1007.40,1026.88,1105.26,1014.29,1026.21,991.79
503,1523.47,1030.01,1019.03,1088.26,1031.94,1026.32,1083.35,1024.44,1243.49,1073.12,1022.50,1023.41
504,1797.37,997.16,1012.02,994.48,1003.18,1010.32,1004.09,1014.97,1028.71,1001.30,1013.40,990.07
505,1723.85,1029.36,1039.56,1029.28,1028.50,1024.90,1025.01,1015.72,1147.59,1032.84,1019.86,1035.23
506,1732.60,964.71,982.59,969.74,978.47,971.21,982.13,966.11,1085.01,973.37,966.12,955.38
507,1682.45,996.21,1001.75,994.86,1006.32,1008.03,1011.02,1012.33,1063.15,999.40,1012.23,980.28
508,1727.43,1018.27,1032.67,1018.15,1024.68,1030.50,1035.26,1112.56,1195.41,1104.65,1111.02,1055.34
509,1680.42,945.44,1005.42,937.01,944.19,945.30,936.47,952.58,1024.95,934.12,956.06,922.17
510,1606.44,890.55,894.05,892.21,890.40,881.14,886.33,917.23,1081.01,977.98,917.22,889.25
511,1699.20,947.98,957.79,961.89,955.45,941.55,959.14,936.70,1023.98,941.88,935.36,923.20
512,1672.23,896.52,940.09,896.67,896.35,895.13,899.08,894.53,978.05,916.03,893.84,945.84
513,1747.44,1061.04,1062.23,1063.99,1103.60,1059.42,1082.08,1184.46,1154.37,1122.20,1191.37,1133.11
514,1663.53,1014.61,1035.90,1021.92,1024.42,1013.17,1022.83,1019.80,1135.87,1032.71,1017.55,1007.82
515,1783.01,1025.48,1078.41,1027.50,1061.44,1019.17,1021.17,1128.79,1205.93,1136.38,1127.43,1101.96
516,1646.98,962.62,965.18,967.44,964.23,950.51,955.55,976.93,1024.13,956.86,975.52,990.23
517,1785.72,988.08,992.13,1002.62,1003.37,984.53,989.97,1005.34,1076.17,998.11,1004.98,973.55
518,1663.90,988.45,984.43,1003.59,992.56,989.07,1002.59,990.67,1156.64,1067.35,995.53,987.35
519,1687.09,967.15,964.09,967.53,977.07,958.98,961.23,975.11,1180.24,1075.45,977.10,953.86
520,1686.11,1049.64,1058.85,1052.82,1050.02,1044.67,1047.45,1032.10,1133.75,1026.10,1028.29,1047.12
521,1696.41,981.10,1011.53,980.25,994.37,978.75,977.52,1057.68,1140.44,1082.84,1061.07,1006.08
522,1666.04,964.39,964.55,964.18,964.49,976.76,984.26,983.25,1035.07,988.96,981.15,997.06
523,1636.50,980.13,976.59,980.70,983.06,981.35,986.94,982.48,932.34,978.25,984.71,979.33
524,1748.91,986.89,996.81,995.25,996.19,982.68,987.75,998.24,1127.93,1017.09,998.09,954.00
525,1783.44,973.42,973.28,974.24,972.82,965.36,967.11,978.23,1066.50,988.06,974.40,954.43
526,1806.93,959.17,965.75,970.79,986.79,950.81,965.62,985.41,1005.86,944.81,986.41,943.91
527,1723.24,949.60,947.91,954.64,957.54,936.40,938.58,921.20,1001.91,937.78,923.28,909.32
528,1725.86,985.19,1026.53,982.94,1009.37,983.03,986.17,1003.43,1099.60,1029.84,1007.81,975.19
529,1663.14,992.20,992.10,993.79,990.86,993.00,999.03,1037.70,1187.95,1076.14,1036.91,1010.08
530,1867.89,1010.94,1071.40,1026.80,1011.42,1012.31,1026.92,1011.48,1044.15,998.74,1013.91,1018.77
531,1792.28,932.55,953.04,950.55,948.29,931.14,950.87,948.07,1107.95,994.84,953.33,907.94
532,1796.75,1033.88,1046.78,1029.70,1036.67,1029.92,1025.23,1074.46,1120.77,1073.16,1077.09,1069.43
533,1751.74,994.43,995.02,997.17,1025.50,992.33,993.79,1050.03,1119.92,1043.56,1050.35,1025.85
534,1638.37,945.97,946.56,948.14,957.49,944.14,944.09,984.67,1022.76,971.29,987.12,973.00
535,1677.60,993.93,988.48,999.24,1002.07,987.92,991.59,990.14,906.97,992.71,990.31,971.71
536,1844.51,975.89,1034.09,996.14,987.43,984.30,1023.85,1004.55,1020.56,982.65,1002.10,951.24
537,1728.93,1015.78,1038.02,1014.20,1016.04,1033.78,1026.43,1057.28,1052.51,1016.73,1065.39,1049.59
538,1739.26,1023.87,1024.23,1068.98,1023.91,1006.23,1051.30,1008.28,1221.90,1106.21,1008.33,1058.67
539,1754.51,1014.20,1012.25,1016.01,1015.04,1008.51,1010.59,989.40,1093.01,1016.14,988.99,995.12
540,1503.66,972.64,983.20,976.69,981.50,969.13,972.01,1014.22,1209.32,1026.15,1016.50,993.82
541,1741.30,946.17,952.47,950.75,945.44,961.24,960.47,948.11,1144.10,1003.92,950.54,960.66
542,1749.64,958.63,962.86,959.54,955.72,955.30,957.87,1015.01,1064.30,1006.54,1016.53,969.11
543,1588.23,935.09,975.06,935.72,935.00,928.31,927.77,948.21,1093.24,932.82,951.52,917.69
544,1855.47,1034.32,1033.95,1037.00,1044.79,1059.51,1060.69,1079.52,1246.96,1093.81,1083.34,1095.16
545,1724.95,971.12,991.67,967.45,983.06,964.51,965.86,1024.89,1272.03,1135.88,1021.27,1026.33
546,1669.95,934.09,954.02,935.45,934.52,944.65,942.59,930.82,1056.26,971.04,929.59,934.65
547,1762.20,969.15,983.75,981.14,969.05,1008.70,1029.43,1121.47,1206.80,1112.70,1119.74,1068.46
548,1767.71,1071.81,1081.83,1081.57,1093.29,1083.11,1086.26,1130.25,1218.78,1122.88,1128.20,1089.49
549,1725.28,953.74,1013.72,961.06,972.72,938.56,954.73,955.37,1108.35,1027.46,955.91,971.59
550,1609.59,1009.85,1016.93,1010.06,1018.93,1000.76,1002.85,1012.50,1048.77,993.36,1014.91,1030.69
551,1785.22,913.98,932.94,914.58,924.22,923.16,922.44,924.81,1053.27,988.96,923.95,953.50
552,1594.90,1070.39,1056.10,1089.01,1070.34,1065.84,1084.39,1075.95,1157.58,1056.26,1077.30,1069.13
553,1738.99,1013.27,1020.20,1015.70,1014.07,1014.71,1018.80,1020.25,1098.45,1019.28,1020.09,1014.00
554,1812.01,997.60,995.22,1008.91,1002.30,987.69,1003.92,1005.10,1178.62,1031.31,1004.96,1039.22
555,1638.36,966.60,967.21,967.20,970.46,964.30,963.59,960.06,1145.74,1046.15,959.03,980.17
556,1869.44,1004.42,1077.35,1016.13,1004.56,1003.77,1018.72,1025.69,1082.04,1010.69,1024.50,985.16
557,1768.72,972.60,989.12,982.91,971.22,1001.92,1023.65,1045.32,1164.86,1090.16,1044.56,1015.67
558,1762.42,930.71,986.23,923.52,930.58,922.89,917.32,920.70,992.70,911.90,922.28,929.69
559,1648.96,939.25,953.49,938.37,978.96,926.67,924.81,976.53,1038.75,955.37,975.69,919.08
560,1523.02,986.97,975.74,986.43,1000.21,1004.15,1007.78,1040.17,1120.91,1049.20,1037.58,1049.03
561,1719.71,1010.50,1022.08,1009.71,1014.51,1014.09,999.84,1024.18,1217.92,1163.56,1024.32,1052.67
562,1655.11,983.91,1000.62,992.29,1000.78,989.86,999.37,999.12,1092.98,1021.09,1002.41,1003.21
563,1700.65,1026.15,1035.86,1042.69,1035.41,1021.69,1039.30,1032.71,1203.96,1118.69,1032.79,1008.34
564,1608.02,937.41,990.70,937.51,937.67,957.24,947.34,967.26,1071.88,996.06,969.40,952.99
565,1476.31,993.50,996.16,998.47,993.35,988.59,997.05,1009.53,1196.92,1031.05,1011.02,1010.54
566,1661.22,958.37,956.85,965.37,957.34,954.67,960.52,1019.96,1077.71,1025.24,1016.62,998.61
567,1629.84,1021.64,1024.73,1037.09,1022.49,1024.90,1030.93,1022.29,1119.11,1029.77,1021.30,1009.52
568,1813.06,1029.19,1043.97,1024.84,1037.79,1025.79,1021.30,1064.41,1096.98,1036.10,1069.75,1064.99
569,1746.29,888.16,900.96,896.43,892.57,884.59,891.33,910.85,1031.09,942.85,910.57,913.17
570,1854.63,941.09,943.16,954.80,962.48,942.75,957.24,982.01,972.93,950.68,976.46,954.73
571,1862.85,1085.93,1165.36,1117.36,1086.66,1082.35,1114.93,1074.71,1183.66,1101.45,1071.01,1060.45
572,1505.91,981.97,983.89,999.11,988.19,973.64,989.78,958.24,992.02,954.13,959.38,961.41
573,1668.57,989.46,1003.85,989.41,990.27,990.87,993.97,1022.34,1169.57,1047.27,1022.84,964.66
574,1613.29,917.71,933.66,927.38,919.79,928.22,932.19,916.35,975.48,920.43,917.81,949.00
575,1685.15,980.29,993.40,984.58,982.38,979.64,991.60,974.78,1188.99,1068.38,975.92,992.99
576,1740.66,859.93,853.47,861.19,859.50,868.06,867.02,893.70,931.06,876.76,891.84,883.88
577,1871.86,1043.94,1119.59,1032.39,1059.43,1038.73,1025.38,1066.39,1252.94,1140.14,1065.87,1048.90
578,1682.55,1005.51,1031.42,1001.06,1007.57,1002.97,997.37,997.41,1157.72,995.02,995.61,1010.58
579,1786.66,1001.07,999.50,1002.15,999.94,1006.77,1015.77,1012.69,1134.98,1074.62,1014.77,982.42
580,1716.60,967.19,1017.76,970.05,969.60,987.60,989.12,1011.18,1125.30,1047.49,1011.08,937.06
581,1881.12,1018.16,1107.70,1061.30,1015.00,1015.97,1056.67,1001.33,1041.85,1000.58,994.83,976.60
582,1583.25,931.94,916.58,938.96,930.61,929.38,931.86,918.72,1091.43,955.25,918.55,923.57
583,1781.99,1027.35,1017.67,1029.24,1041.03,1010.48,1017.16,1015.04,1136.43,1022.31,1017.46,1016.02
584,1684.37,1024.86,1024.97,1031.34,1024.91,1036.37,1042.81,1030.38,1057.12,1022.15,1029.91,1030.19
585,1686.15,958.19,987.76,956.20,962.08,956.61,956.88,955.23,1067.66,968.38,957.11,980.16
586,1781.03,993.03,990.65,992.45,992.23,1003.34,1015.55,995.43,1034.72,998.29,991.90,978.64
587,1704.21,952.20,950.05,949.00,959.16,945.88,941.57,970.37,1035.38,996.47,972.68,955.52
588,1709.89,1042.45,1031.69,1051.74,1043.90,1039.42,1046.10,1066.24,1104.97,1042.38,1062.30,1044.18
589,1700.37,945.39,969.43,940.60,945.66,943.80,943.95,945.11,1055.94,977.55,947.50,927.97
590,1752.61,1105.08,1116.08,1106.00,1173.77,1099.62,1100.20,1172.19,1229.17,1143.22,1176.42,1134.93
591,1709.21,990.39,998.06,993.74,993.63,987.54,987.73,988.00,1160.83,1056.53,984.36,992.92
592,1727.51,997.01,995.40,996.15,996.69,1001.41,1000.08,1001.79,1155.61,1061.40,1001.43,998.51
593,1791.83,1008.90,1065.59,1005.53,1011.88,1042.93,1043.60,1035.61,1155.09,1046.98,1033.99,1043.62
594,1579.95,931.55,935.40,933.87,931.20,928.30,932.03,948.83,1006.11,936.83,944.80,920.91
595,1668.99,1005.57,1007.42,1006.60,1011.50,1003.27,1002.37,1016.77,1176.60,1073.64,1015.41,1022.58
596,1714.21,1023.23,1035.33,1024.06,1023.51,1017.03,1023.22,1043.44,1069.85,1026.26,1046.32,1066.70
597,1729.60,932.55,934.38,934.82,947.77,966.34,998.86,965.30,1045.66,990.82,964.20,950.83
598,1642.58,940.06,949.54,941.85,953.41,948.39,956.64,969.15,1260.12,1125.86,967.83,1047.19
599,1599.50,867.30,866.65,865.96,870.10,866.29,863.66,927.99,1095.36,940.34,929.17,903.59
600,1668.40,990.78,998.45,990.08,993.90,977.47,977.01,1012.20,1125.94,1038.07,1015.54,1038.94
601,1750.76,909.34,967.63,904.34,908.24,906.83,901.81,928.08,1020.19,939.02,927.01,897.52
602,1765.38,986.97,996.55,998.78,1003.66,983.18,990.38,1073.81,1084.89,1034.06,1072.65,1053.17
603,1652.82,910.90,919.64,921.42,912.08,902.04,906.72,904.23,1016.36,917.85,905.96,895.16
604,1663.62,965.55,963.22,967.24,965.32,963.49,964.67,952.39,1076.05,993.70,951.35,935.32
605,1826.24,1021.88,1036.56,1015.33,1023.42,1015.57,1010.70,1076.49,1194.48,1152.47,1074.78,1104.62
606,1691.42,873.87,889.41,877.84,897.60,856.61,878.91,868.60,1020.91,941.84,864.98,878.27
607,1711.71,961.48,970.20,968.68,963.06,960.03,967.39,968.76,1009.17,961.24,969.32,977.28
608,1648.68,1008.45,1008.19,1029.29,1008.42,1021.02,1036.06,1062.09,1125.65,1037.27,1063.33,1059.56
609,1633.34,943.94,961.58,943.04,975.74,953.64,952.23,979.84,972.02,945.22,980.50,975.42
610,1733.79,1022.72,1022.72,1034.07,1027.89,1025.22,1036.34,1054.38,1192.98,1135.80,1051.01,1035.26
611,1625.73,935.94,936.28,936.67,935.20,945.07,947.98,951.30,1047.94,973.56,948.59,946.69
612,1564.69,861.43,863.12,869.36,877.36,856.87,868.89,873.16,882.41,842.99,872.96,838.60
613,1685.52,988.27,1000.78,987.88,988.23,983.22,982.16,1019.89,1118.69,1061.03,1021.62,987.65
614,1643.80,991.78,985.00,1009.65,989.01,1025.74,1033.18,1024.75,1127.71,1034.54,1026.62,1061.00
615,1723.90,940.86,960.24,949.52,950.96,935.45,945.60,950.14,1093.08,965.72,951.57,928.68
616,1640.42,990.94,998.96,993.20,991.25,980.83,984.63,995.92,1148.03,1030.31,997.25,983.83
617,1751.49,935.07,929.62,943.33,943.62,956.36,965.20,1013.09,1087.75,1014.34,1013.26,977.87
618,1817.42,1078.42,1086.37,1079.16,1078.19,1071.33,1078.94,1073.39,1114.49,1063.25,1072.03,1052.44
619,1787.91,977.88,1018.02,993.16,977.86,973.97,993.28,986.88,1027.99,967.14,986.17,983.93
620,1667.58,981.24,981.44,983.25,990.95,978.65,979.71,1033.33,1078.88,1013.71,1033.17,1002.89
621,1828.33,1047.50,1065.69,1047.74,1048.89,1037.00,1034.98,1063.30,1070.99,1033.07,1062.23,1068.15
622,1813.82,986.21,1008.82,991.94,989.74,974.69,979.47,995.03,1078.02,1006.52,995.31,983.28
623,1644.55,1007.93,1029.24,1007.58,1007.77,996.00,995.64,1040.89,1143.36,1081.92,1034.52,1001.97
624,1678.42,1052.84,1053.73,1064.99,1063.57,1043.33,1054.71,1060.82,1120.22,1071.03,1063.92,1103.17
625,1862.30,1019.96,1037.76,1034.14,1040.24,1012.05,1028.41,1036.71,1099.58,1022.55,1037.66,1000.35
626,1545.80,1019.25,1049.99,1061.86,1028.47,1036.22,1098.57,1053.81,1212.01,1140.30,1054.20,1042.08
627,1853.00,1085.57,1124.04,1089.07,1085.59,1090.68,1096.38,1094.45,1209.97,1103.37,1093.28,1069.22
628,1635.71,1021.39,1018.04,1035.31,1021.36,1034.06,1049.28,1044.65,1169.23,1075.92,1044.55,1044.62
629,1846.98,1013.75,1035.09,1025.89,1016.49,1012.99,1030.46,1009.16,1159.51,1046.89,1009.99,1017.13
630,1740.84,1026.08,1030.63,1032.95,1031.21,1021.96,1027.82,1035.56,1110.73,1039.65,1036.31,1022.55
631,1669.29,926.50,922.46,926.66,927.98,922.93,920.72,972.91,1013.65,933.18,972.53,968.31
632,1781.05,907.31,914.93,907.25,933.51,903.04,905.92,935.26,953.11,909.08,937.10,959.78
633,1616.70,933.35,982.77,932.16,933.64,925.09,925.03,995.99,1153.49,1046.56,992.30,944.24
634,1696.63,866.15,875.75,865.47,899.53,898.46,915.77,945.12,1201.47,1100.69,950.06,948.70
635,1618.94,954.25,949.65,982.78,955.20,952.68,979.76,955.72,1110.46,995.68,955.90,973.83
636,1758.79,1025.27,1039.18,1025.65,1025.98,1009.73,1013.59,1035.32,1154.10,1046.46,1037.63,1029.85
637,1687.94,999.85,1046.43,989.88,1008.69,1040.95,1030.54,1069.69,1159.69,1092.57,1065.06,1036.95
638,1670.14,999.09,1012.73,998.13,999.12,985.37,993.61,974.06,1114.39,998.97,976.35,974.04
639,1756.72,993.47,1007.91,993.97,995.14,1000.30,1002.05,977.96,1077.38,977.52,978.77,973.11
640,1686.71,1077.90,1067.16,1107.13,1078.01,1082.93,1106.77,1118.27,1151.39,1098.71,1117.21,1089.76
641,1759.48,932.79,933.95,935.44,932.73,960.95,973.83,987.60,1069.74,998.61,989.20,976.25
642,1651.40,936.48,936.38,940.58,937.64,932.71,937.31,962.41,1096.99,987.50,965.72,963.79
643,1709.97,1034.10,1031.54,1037.91,1036.72,1027.50,1028.29,1109.17,1200.83,1111.89,1111.96,1063.77
644,1804.61,936.02,952.40,966.75,954.04,922.40,954.65,987.88,1087.31,977.17,988.78,949.10
645,1721.29,947.21,953.55,957.65,966.39,971.42,971.98,1008.15,1101.65,1020.32,1008.13,1008.71
646,1792.82,1058.73,1068.92,1062.56,1057.43,1051.08,1051.51,1058.11,1942.53,1052.69,1063.38,1050.85
647,1761.32,919.48,937.16,916.54,937.06,908.70,908.38,964.12,1137.74,1052.22,966.97,942.45
648,1709.88,965.96,966.94,966.62,977.37,964.28,967.38,991.08,1056.57,968.83,992.81,993.72
649,1635.43,958.53,946.81,973.01,958.71,957.39,971.33,986.34,1047.54,974.29,985.76,965.74
650,1975.23,991.65,1025.17,1017.48,992.24,987.88,1011.28,1038.66,1081.74,1005.51,1039.82,1007.81
651,1602.54,1055.28,1061.46,1066.20,1088.26,1052.71,1067.95,1080.79,1161.92,1080.39,1076.97,1085.99
652,1668.96,1063.43,1062.94,1069.85,1070.11,1058.96,1063.40,1087.82,1138.44,1097.04,1087.88,1103.97
653,1832.80,1001.26,1010.50,1006.15,1007.36,991.57,997.93,984.86,1190.12,1008.83,982.92,998.36
654,1612.68,965.83,966.10,966.10,965.39,978.34,979.34,992.78,1109.00,1041.38,994.04,993.66
655,1629.65,982.29,983.03,985.16,978.13,979.75,979.65,969.31,1080.68,1012.99,970.33,971.16
656,1769.96,1096.07,1138.87,1094.67,1096.06,1107.34,1102.01,1114.13,1138.53,1101.70,1116.23,1094.92
657,1658.02,1012.16,1020.38,1027.20,1035.68,1013.35,1033.69,1047.18,1092.90,1030.16,1047.45,1010.56
658,1730.53,965.20,969.93,970.03,963.10,980.26,984.60,1012.75,1069.19,1004.89,1014.78,998.35
659,1594.09,990.95,984.76,1006.11,990.38,988.57,1000.67,1002.26,1207.07,1123.02,1000.84,996.49
660,1644.18,976.62,973.59,999.88,974.06,998.03,1030.56,994.86,1058.61,987.46,993.88,1027.05
661,1708.34,956.04,961.36,955.56,962.88,948.50,946.40,976.52,1107.77,966.55,976.69,968.37
662,1751.21,1019.54,1035.10,1028.06,1023.02,1014.96,1021.01,1016.94,1161.86,1076.78,1019.29,1006.41
663,1741.29,1022.82,1019.75,1037.26,1026.05,1018.32,1034.24,1061.71,1157.73,1083.05,1066.47,1059.99
664,1729.76,925.20,918.67,918.67,936.29,927.64,923.00,982.69,1124.82,1019.78,982.37,946.33
665,1667.85,946.87,947.02,947.45,948.72,947.04,954.76,953.29,927.33,925.57,951.56,963.55
666,1712.39,912.05,912.31,915.57,917.78,992.90,991.53,980.03,1014.91,982.75,983.76,969.83
667,1596.96,1000.61,1043.51,998.85,996.71,1006.83,1005.44,1013.84,1144.09,1050.81,1013.69,1036.30
668,1579.16,953.27,971.90,958.23,960.87,957.19,955.16,991.08,1080.85,992.33,994.09,970.86
669,1718.65,949.39,973.10,950.84,966.76,953.69,954.24,988.99,998.93,970.66,990.11,1000.85
670,1808.05,1035.60,1035.33,1038.79,1036.73,1031.49,1035.99,1043.80,1072.30,1037.47,1046.58,1046.18
671,1726.50,1021.29,1031.46,1020.84,1022.31,1016.61,1016.94,1029.35,1132.31,1052.40,1030.21,1006.34
672,1768.83,1091.08,1155.74,1085.56,1095.11,1089.37,1080.15,1091.82,1175.30,1094.09,1091.97,1070.00
673,1502.26,1004.31,1002.39,1040.35,1001.07,998.55,1037.35,1005.14,1051.80,1002.34,1005.25,988.99
674,1693.06,872.05,873.30,873.51,890.60,873.48,871.66,916.39,1070.85,942.71,916.98,937.48
675,1694.33,966.12,976.72,963.12,965.23,953.47,951.77,992.02,1047.36,960.16,992.80,979.03
676,1530.49,976.27,978.43,983.33,976.87,976.65,985.81,983.27,1130.61,1040.29,984.28,999.11
677,1729.22,1056.53,1063.34,1057.30,1059.86,1053.43,1052.95,1074.80,1166.79,1093.44,1073.38,1084.50
678,1703.95,928.60,940.28,930.67,933.52,918.10,914.34,939.92,1079.61,972.14,942.50,905.47
679,1752.09,952.99,964.37,952.92,952.68,958.89,950.39,1008.32,1115.80,1030.83,1007.36,1006.85
680,1672.94,937.48,946.19,935.85,939.45,933.50,933.30,946.05,1033.73,965.15,945.38,948.60
